--SOURCE: CSMN666LABS SPRING 2005
--ZIPCODE,CITY,STATE
10000-0049MADEUP         QQ
10830-7791IRVINE         CA
10930-7946ORANGE         CA
10950-0855ORANGE         CA
10850-0341IRVINE         CA
10950-2063IRVINE         CA
10830-5915LONG BEACH     CA
10950-9806ORANGE         CA
10880-9367IRVINE         CA
10860-4103IRVINE         CA
10960-5800ORANGE         CA
10930-9559PLANO          TX
10830-7168LITTLE FERRY   NJ
10960-4676WEST NEWTON    MA
10850-9695LONG BEACH     CA
10810-9797ORANGE         CA
10850-9494IOWA CITY      IA
10940-6580SANTA MONICA   CA
10920-1984IOWA CITY      IA
10860-3664IOWA CITY      IA
10800-4685IOWA CITY      IA
10840-9042IOWA CITY      IA
10950-4696IOWA CITY      IA
10890-9246IOWA CITY      IA
10800-4006IOWA CITY      IA
10960-4708IOWA CITY      IA
10910-1481IOWA CITY      IA
10930-3234IOWA CITY      IA
10900-9092IOWA CITY      IA
10930-4627IOWA CITY      IA
10940-0620IOWA CITY      IA
10930-5837IOWA CITY      IA
10900-7804IOWA CITY      IA
10940-1081SAN FRANCISCO  CA
10880-6964IOWA CITY      IA
10910-2387IOWA CITY      IA
10810-2202IOWA CITY      IA
10880-5580IOWA CITY      IA
10930-4760IOWA CITY      IA
10920-9806SYRACUSE       NY
10910-8317IOWA CITY      IA
10910-4646IOWA CITY      IA
10930-9398MADISON        WI
10800-6524IOWA CITY      IA
10930-4263STANFORD       CA
10930-4744IOWA CITY      IA
10930-3729IOWA CITY      IA
10880-9100CHAPEL HILL    NC
10930-2849IOWA CITY      IA
10820-7898IOWA CITY      IA
10930-3335IOWA CITY      IA
10940-8558IOWA CITY      IA
10890-2996IOWA CITY      IA
10830-9077IOWA CITY      IA
10930-5253IOWA CITY      IA
10930-5040DES MOINES     IA
10930-3719IOWA CITY      IA
10840-3034IOWA CITY      IA
10940-1323IOWA CITY      IA
10940-5122IOWA CITY      IA
10900-0872IOWA CITY      IA
10820-7645IOWA CITY      IA
10900-5141IOWA CITY      IA
10820-9489IOWA CITY      IA
10800-6905IOWA CITY      IA
10800-2576IOWA           IA
10800-3437IOWA CITY      IA
10830-4072IOWA CITY      IA
10840-5294IOWA CITY      IA
10890-6228IOWA CITY      IA
10930-3955LYNCHBURG      VA
10940-3560IOWA CITY      IA
10910-1079IOWA CITY      IA
10910-1070IOWA CITY      IA
10810-0458IOWA CITY      IA
10800-9960IOWA CITY      IA
10840-2833IOWA CITY      IA
10920-4964IOWA CITY      IA
10890-6744IOWA CITY      IA
10930-3236KALONA         IA
10890-8065IOWA CITY      IA
10890-8174IOWA CITY      IA
10830-0212DETROIT        MI
10940-0919IOWA CITY      IA
10880-2792IOWA CITY      IA
10900-6634IOWA CITY      IA
10940-2767IOWA CITY      IA
10950-3487IOWA CITY      IA
10930-3595IOWA CITY      IA
10840-6122IOWA CITY      IA
10930-1700IOWA CITY      IA
10910-3775IOWA           IA
10930-3709IOWA CITY      IA
10940-3061IOWA CITY      IA
10930-9880ROCKVILLE      MD
10930-3950IOWA CITY      IA
10860-2218IOWA CITY      IA
10850-5868IOWA CITY      IA
10930-9856IOWA CITY      IA
10920-3722IOWA CITY      IA
10920-2857IOWA CITY      IA
10950-1767BOSTON         MA
10870-2733IOWA CITY      IA
10930-5034IOWA CITY      IA
10930-4716IOWA CITY      IA
10930-4708IOWA CITY      IA
10930-4707IOWA CITY      IA
10930-5380IOWA CITY      IA
10930-5408SIOUX FALLS    SD
10930-1257IOWA CITY      IA
10820-4709IOWA CITY      IA
10800-0827IOWA CITY      IA
10950-2836ANN ARBOR      MI
10930-4966IOWA CITY      IA
10930-4901IOWA CITY      IA
10950-4634IOWA CITY      IA
10930-3681IOWA CITY      IA
10850-5380IOWA CITY      IA
10930-3507IOWA CITY      IA
10820-0235IOWA CITY      IA
10840-5822PHILADELPHIA   PA
10850-4585DARBY          PA
10850-6436PHILADELPHIA   PA
10850-7931ABINGTON       PA
10960-3691PHILADELPHIA   PA
10890-8374PHILADELPHIA   PA
10850-4474GLENSIDE       PA
10930-1543WATCHUNG       NJ
10810-3075PHILADELPHIA   PA
10850-8444PHILADELPHIA   PA
10860-8008PHILADELPHIA   PA
10860-2823PHILADELPHIA   PA
10940-2668PHILADELPHIA   PA
10860-0172LATROBE        PA
10840-4901PHILADELPHIA   PA
10850-7224PHILADELPHIA   PA
10850-1823PHILADELPHIA   PA
10850-3073PHILADELPHIA   PA
10860-7355PHILADELPHIA   PA
10850-3269PHILADELPHIA   PA
10920-9105PHILADELPHIA   PA
10850-9406PHILADELPHIA   PA
10860-0931CHICAGO        IL
10930-3561PHILADELPHIA   PA
10850-4824PHILADELPHIA   PA
10850-4836PHILADELPHIA   PA
10800-0575PHILADELPHIA   PA
10870-7576PHILADELPHIA   PA
10830-0566PHILADELPHIA   PA
10890-9538PHILADELPHIA   PA
10800-7920PHILADELPHIA   PA
10850-8118DANVILLE       PA
10860-0650PHILADELPHIA   PA
10860-3264HAVERFORD      PA
10880-5216WILMINGTON     DE
10810-1651BRONX          NY
10820-3663PHILADELPHIA   PA
10830-1196PHILADELPHIA   PA
10850-6758PHILADELPHIA   PA
10850-3344DARBY          PA
10830-7460PHILADELPHIA   PA
10850-3952PHILADELPHIA   PA
10850-1255STONY BROOK    NY
10800-2949PHILADELPHIA   PA
10800-4574PHILADELPHIA   PA
10880-2488PHILADELPHIA   PA
10840-6419PHILADELPHIA   PA
10840-6535PHILADELPHIA   PA
10810-5708PHILADELPHIA   PA
10860-3149PHILADELPHIA   PA
10830-9525PHILADELPHIA   PA
10830-9533PHILADELPHIA   PA
10860-1113PHILADELPHIA   PA
10850-2641PHILADELPHIA   PA
10850-1797PHILADELPHIA   PA
10950-7117ELKINS PARK    PA
10810-5800PHILADELPHIA   PA
10830-4521WYNNEWOOD      PA
10850-1553PHILADELPHIA   PA
10920-1532PHILADELPHIA   PA
10850-0900PHILADELPHIA   PA
10930-9237PHILADELPHIA   PA
10850-7051PHILADELPHIA   PA
10850-6814PHILADELPHIA   PA
10850-6662PHILADELPHIA   PA
10840-7031PHILADELPHIA   PA
10850-9068PHILADELPHIA   PA
10860-1976PHILADELPHIA   PA
10810-6019PHILADELPHIA   PA
10900-1943PHILADELPHIA   PA
10850-7980PHILADELPHIA   PA
10850-7119PHILADELPHIA   PA
10860-1047PHILADELPHIA   PA
10880-9992PHILADELPHIA   PA
10860-3234PHILADELPHIA   PA
10850-6517PHILADELPHIA   PA
10850-8487PHILADELPHIA   PA
10830-0692PHILADELPHIA   PA
10860-1757PHILADELPHIA   PA
10860-2398PHILADELPHIA   PA
10810-4188PHILADELPHIA   PA
10850-9585PHILADELPHIA   PA
10840-9709PHILADELPHIA   PA
10850-2565WASHINGTON     DC
10820-2400PHILADELPHIA   PA
10850-4146PHILADELPHIA   PA
10870-3765BALTIMORE      MD
10810-4213WASHINGTON     DC
10820-1247BALTIMORE      MD
10810-6688URBANA         IL
10850-7803BALTIMORE      MD
10830-0197BALTIMORE      MD
10960-7140TORONTO        ON
10830-0978BALTIMORE      MD
10950-0520BALTIMORE      MD
10840-2386BALTIMORE      MD
10800-4296BALTIMORE      MD
10820-2547BALTIMORE      MD
10870-5364BALTIMORE      MD
10820-3479BALTIMORE      MD
10820-4970BALTIMORE      MD
10950-2791BALTIMORE      MD
10910-4379BALTIMORE      MD
10800-9070BALTIMORE      MD
10960-7159BALTIMORE      MD
10860-3241BALTIMORE      MD
10940-4055WASHINGTON     DC
10860-4054CINCINNATI     OH
10860-7320BALTIMORE      MD
10960-0362BALTIMORE      MD
10850-7011BALTIMORE      MD
10840-7821BALTIMORE      MD
10870-4181MILLERSVILLE   MD
10850-1955BALTIMORE      MD
10950-8491BALTIMORE      MD
10960-2659BALTIMORE      MD
10930-8781SEAFORD        DE
10830-5466PHILADELPHIA   PA
10880-4106BALTIMORE      MD
10800-6464BALTIMORE      MD
10790-9701BETHESDA       MD
10860-8386BALTIMORE      MD
10850-6879COLUMBUS       OH
10840-4252COCKEYSVILLE   MD
10840-4541BALTIMORE      MD
10910-2103BALTIMORE      MD
10860-6743BALTIMORE      MD
10930-7623BALTIMORE      MD
10860-3527BALTIMORE      MD
10920-3541BALTIMORE      MD
10840-8666CHARLESTON     SC
10860-4099BALTIMORE      MD
10850-3619BALTIMORE      MD
10880-6585BALTIMORE      MD
10870-1884BETHESDA       MD
10960-3064BALTIMORE      MD
10830-9603BALTIMORE      MD
10960-2900BALTIMORE      MD
10870-9676BALTIMORE      MD
10870-6628BALTIMORE      MD
10860-4936BALTIMORE      MD
10800-7990ROCHESTER      NY
10900-8837BALTIMORE      MD
10850-8480BOSTON         MA
10900-3974BOSTON         MA
10860-8061BALTIMORE      MD
10880-7372BALTIMORE      MD
10840-6450BALTIMORE      MD
10860-3366BALTIMORE      MD
10800-6961BALTIMORE      MD
10860-8347BALTIMORE      MD
10850-2657BALTIMORE      MD
10940-0470BALTIMORE      MD
10840-2405BALTIMORE      MD
10930-9205BALTIMORE      MD
10860-3424BALTIMORE      MD
10810-6916BALTIMORE      MD
10890-0739BALTIMORE      MD
10880-6394BALTIMORE      MA
10900-3005BALTIMORE      MD
10860-5362BALTIMORE      MD
10830-4120BALTIMORE      MD
10910-7405PHILADELPHIA   PA
10870-3424BALTIMORE      MD
10900-5885BALTIMORE      MD
10860-9875BALTIMORE      MD
10860-4276BALTIMORE      MD
10880-1299BALTIMORE      MD
10840-3567BALTIMORE      MD
10910-3750BALTIMORE      MD
10930-7596BALTIMORE      MD
10910-7140BALTIMORE      MD
10860-4509CLEVELAND      OH
10820-1750YORK           PA
10950-9070BALTIMORE      MD
10950-9115BALTIMORE      MD
10900-5858BALTIMORE      MD
10830-2691BALTIMORE      MD
10800-7844BALTIMORE      MD
10800-2286GALVESTON      TX
10820-2031BALTIMORE      MD
10820-2413AUGUSTA        GA
10900-4344RICHMOND       VA
10860-7088BALTIMORE      MD
10840-6453BALTIMORE      MD
10810-6569BALTIMORE      MD
10960-1746BALTIMORE      MD
10800-9429BALTIMORE      MD
10890-2120SAN FRANCISCO  CA
10830-6134BALTIMORE      MD
10810-3191BALTIMORE      MD
10930-0469BALTIMORE      MD
10860-3986DETROIT        MI
10860-5016BALTIMORE      MD
10880-4437PHOENIX        MD
10950-8306BALTIMORE      MD
10950-1715BALTIMORE      MD
10840-7647BALTIMORE      MD
10940-8681BATLIMORE      MD
10940-8754BALTIMORE      MD
10940-5229BALTIMORE      MD
10870-0702BALTIMORE      MD
10810-7538BALTIMORE      MD
10850-7720BALTIMORE      MD
10860-1521BALTIMORE      MD
10820-9177BETHESDA       MD
10860-7704BALTIMORE      MD
10920-2065PHILADELPHIA   PA
10860-5610WASHINGTON     DC
10960-5578ORLANDO        FL
10920-1956WASHINGTON     DC
10950-8417BALTIMORE      MD
10900-2200LUTHERVILLE    MD
10930-4216BALTIMORE      MD
10850-5838BALTIMORE      MD
10860-7907BALTIMORE      MD
10840-7553WORCESTER      MA
10940-1439BALTIMORE      MD
10860-6185ELKRIDGE       MD
10890-3630BALTIMORE      MD
10800-4872HUMMELSTOWN    PA
10850-4038BALTIMORE      MD
10800-2460BALTIMORE      MD
10810-2760BALTIMORE      MD
10940-2924BALTIMORE      MD
10860-8303NEW ORLEANS    LA
10860-6291ATLANTA        GA
10940-1301BALTIMORE      MD
10860-3655NORTH CHICAGO  IL
10860-5683WASHINGTON     DC
10860-5694BALTIMORE      MD
10930-6780BALTIMORE      MD
10820-0165BALTIMORE      MD
10800-8258BALTIMORE      MD
10820-5969BALTIMORE      MD
10890-5828BALTIMORE      MD
10930-5963BALTIMORE      MD
10850-6327BALTIMORE      MD
10920-0721BALTIMORE      MD
10810-5095BALTIMORE      MD
10860-7042BALTIMORE      MD
10860-3446BALTIMORE      MD
10950-4247BALTIMORE      MD
10930-2070BALTIMORE      MD
10830-4584BALTIMORE      MD
10840-9446LUTHERVILLE    MD
10930-0687KANSAS CITY    KS
10930-5958KANSAS CITY    MO
10920-0305KANSAS CITY    KS
10930-2653CLEVELAND      OH
10890-5809KANSAS CITY    KS
10940-3528KANSAS CITY    KS
10880-5825KANSAS CITY    KS
10880-3164KANSAS CITY    KS
10810-9120OAK PARK       IL
10930-7036WICHITA        KS
10930-5550KANSAS CITY    KS
10800-5680LEAWOOD        KS
10940-2947KANSAS CITY    KS
10940-3083WICHITA        KS
10940-2231KANSAS CITY    KS
10940-2389WICHITA        KS
10940-2798KANSAS CITY    KS
10940-2721KANSAS CITY    KS
10940-2740KANSAS CITY    KS
10880-8726KANSAS CITY    KS
10870-8813KANSAS CITY    KS
10950-9119KANSAS CITY    KS
10930-6734WICHITA        KS
10930-8536KANSAS CITY    KS
10930-5080KANSAS CITY    KS
10800-4766KANSAS CITY    KS
10940-2298PHOENIX        AZ
10940-3513KANSAS CITY    KS
10940-3841KANSAS CITY    KS
10940-0972DENVER         CO
10940-5209WICHITA        KS
10950-7296KANSAS CITY    KS
10940-4883KANSAS CITY    KS
10900-6872KANSAS CITY    KS
10910-4299KANSAS CITY    KS
10880-4862KANSAS CITY    MO
10800-7168KANSAS CITY    KS
10820-1963KANSAS CITY    KS
10940-9795HOUSTON        TX
10910-5786WICHITA        KS
10800-7589KANSAS CITY    MO
10940-7639KANSAS CITY    KS
10890-0035KANSAS CITY    KS
10820-7919KANSAS CITY    KS
10830-4217LONG BRANCH    NJ
10960-0712WASHINGTON     DC
10910-4231NAPLES         FL
10940-3514KANSAS CITY    KS
10950-6542KANSAS CITY    KS
10940-3214KANSAS CITY    KS
10850-5644KANSAS CITY    KS
10910-5660KANSAS CITY    KS
10940-2378WICHITA        KS
10940-3225KANSAS CITY    KS
10920-9795KANSAS CITY    KS
10890-1731ALBUQUERQUE    NM
10790-9109SEA CLIFF      NY
10880-4114KANSAS CITY    KS
10920-9922PHILADELPHIA   PA
10930-5047KANSAS CITY    KS
10940-3089WICHITA        KS
10880-5679KANSAS CITY    KS
10940-1980KANSAS CITY    KS
10940-2167KANSAS CITY    KS
10910-9657KANSAS CITY    KS
10930-3816WICHITA        KS
10880-5376KANSAS CITY    KS
10940-2356WICHITA        KS
10940-2015KANSAS CITY    KS
10820-7391LEXINGTON      KY
10800-4848LEXINGTON      KY
10940-7256LEXINGTON      KY
10900-0175LEXINGTON      KY
10950-7835LEXINGTON      KY
10860-2625LEXINGTON      KY
10920-7285HOPKINSVILLE   KY
10890-0063CLEVELAND      OH
10890-1334LEXINGTON      KY
10870-8239LEXINGTON      KY
10790-8981LEXINGTON      KY
10850-6674LEXINGTON      KY
10910-3097LEXINGTON      KY
10940-3262LEXINGTON      KY
10900-2189LEXINGTON      KY
10810-0472LEXINGTON      KY
10910-3890SAN DIEGO      CA
10810-1811LEXINGTON      KY
10910-3111LEXINGTON      KY
10930-8256HAZARD         KY
10900-6361LEXINGTON      KY
10950-9898LEXINGTON      KY
10950-2623PHILADELPHIA   PA
10870-1919LEXINGTON      KY
10930-7395LEXINGTON      KY
10910-4282LEXINGTON      KY
10910-3287LEXINGTON      KY
10910-3471LEXINGTON      KY
10910-3613SYRACUSE       NY
10910-3473LEXINGTON      KY
10950-3085LEXINGTON      KY
10940-2441HAZARD         KY
10880-1333LEXINGTON      KY
10890-4618LEXINGTON      KY
10880-5273LEXINGTON      KY
10920-8115LEXINGTON      KY
10850-3801KETTERING      OH
10830-0134LEXINGTON      KY
10870-5002LEXINGTON      KY
10870-4325LEXINGTON      KY
10940-4582LEXINGTON      KY
10870-3302LEXINGTON      KY
10890-7532LEXINGTON      KY
10890-7426SEATTLE        WA
10880-9949LEXINGTON      KY
10940-0569LEXINGTON      KY
10920-0184LEXINGTON      KY
10860-7406LEXINGTON      KY
10840-3714LEXINGTON      KY
10910-5207LEXINGTON      KY
10840-5513LEXINGTON      KY
10830-6933LEXINGTON      KY
10910-7120LEXINGTON      KY
10810-5481TYLER          TX
10810-3007LEXINGTON      KY
10880-0189LEXINGTON      KY
10820-6478LEXINGTON      KY
10820-1689LEXINGTON      KY
10790-9374LEXINGTON      KY
10950-6982LEXINGTON      KY
10850-8154PHILADELPHIA   PA
10930-0114LEXINGTON      KY
10840-4210BROOKLYN       NY
10830-2365SOUTHAMPTON    NY
10830-2890BROOKLYN       NY
10820-2794BROOKLYN       NY
10820-2351BROOKLYN       NY
10820-6108PHILADELPHIA   PA
10820-1533BROOKLYN       NY
10810-3293BROOKLYN       NY
10810-9188BROOKLYN       NY
10910-5622BRONX          NY
10830-5697BROOKLYN       NY
10830-6919BROOKLYN       NY
10840-5671BROOKLYN       NY
10840-5544BROOKLYN       NY
10830-5174PHILADELPHIA   PA
10840-3770BROOKLYN       NY
10840-3429BROOKLYN       NY
10840-7240BROOKLYN       NY
10850-4506BROOKLYN       NY
10860-2175BROOKLYN       NY
10830-3279BROOKLYN       NY
10850-7745BROOKLYN       NY
10820-1691BROOKLYN       NY
10820-5615LITTLE ROCK    AR
10940-8570BROOKLYN       NY
10820-9364BROOKLYN       NY
10820-4417BROOKLYN       NY
10800-7008BROOKLYN       NY
10810-9093LOS ANGELES    CA
10820-7790BROOKLYN       NY
10950-1804BROOKLYN       NY
10840-2411BROOKLYN       NY
10830-7385BROOKLYN       NY
10800-5078BROOKLYN       NY
10820-0564BROOKLYN       NY
10830-7338BROOKLYN       NY
10800-2224BROOKLYN       NY
10830-2425LOS ANGELES    CA
10820-7921BROOKLYN       NY
10960-1605WASHINGTON     DC
10830-9908BROOKLYN       NY
10830-9535BROOKLYN       NY
10810-3726BROOKLYN       NY
10820-2048BROOKLYN       NY
10840-0665BROOKLYN       NY
10820-9618BROOKLYN       NY
10850-3519BROOKLYN       NY
10790-9520BROOKLYN       NY
10810-5299EAST MEADOW    NY
10900-8018BROOKLYN       NY
10810-9254BROOKLYN       NY
10850-0887BROOKLYN       NY
10840-8609BROOKLYN       NY
10820-9067NEW YORK       NY
10910-7088BROOKLYN       NY
10850-0187BROOKLYN       NY
10880-4201BROOKLYN       NY
10950-2193BROOKLYN       NY
10820-1870BROOKLYN       NY
10810-9081SANDS POINT    NY
10810-9855BROOKLYN       NY
10820-3220BROOKLYN       NY
10940-6534BROOKLYN       NC
10820-5503BROOKLYN       NY
10850-4862NEW YORK       NY
10830-3963BROOKLYN       NY
10930-0169BROOKLYN       NY
10840-6410BROOKLYN       NY
10810-5905BROOKLYN       NY
10810-7739BROOKLYN       NY
10810-5549BROOKLYN       NY
10870-2780BROOKLYN       NY
10840-2330BROOKLYN       NY
10870-3476NEW ORLEANS    LA
10890-9737NEW ORLEANS    LA
10890-6579NEW ORLEANS    LA
10910-8660NEW ORLEANS    LA
10950-0436NEW ORLEANS    LA
10920-0552MANDEVILLE     LA
10920-1165NEW ORLEANS    LA
10880-4650NEW ORLEANS    LA
10920-1465NEW ORLEANS    LA
10890-0151NEW ORLEANS    LA
10810-0098NEW ORLEANS    LA
10920-0834NEW ORLEANS    LA
10920-0943NEW ORLEANS    LA
10920-0296NEW ORLEANS    LA
10920-0292NEW ORLEANS    LA
10920-0246NEW ORLEANS    LA
10910-4971NEW ORLEANS    LA
10870-3121NEW ORLEANS    LA
10920-1596NEW ORLEANS    LA
10860-6751NEWARK         NJ
10900-7112NEW ORLEANS    LA
10840-9014NEW ORLEANS    LA
10900-1125NEW ORLEANS    LA
10920-1896NEW ORLEANS    LA
10920-2062NEW ORLEANS    LA
10920-1617NEW ORLEANS    LA
10850-1184NEW ORLEANS    LA
10890-8581NEW ORLEANS    LA
10920-2021NEW ORLEANS    LA
10920-6400METIRIE        LA
10850-1628NEW ORLEANS    LA
10870-8701NEW ORLEANS    LA
10890-9748NEW ORLEANS    LA
10920-7730NEW ORLEANS    LA
10890-8640LAFAYETTE      LA
10870-7238BATON ROUGE    LA
10960-4853NEW ORLEANS    LA
10810-4508NEW ORLEANS    LA
10810-3743NEW ORLEANS    LA
10890-0889NEW ORLEANS    LA
10900-4754NEW ORLEANS    LA
10870-9529NEW ORLEANS    LA
10890-4517NEW ORLEANS    LA
10800-1901NEW ORLEANS    LA
10940-3364CAMDEN         NJ
10950-8719NEW ORLEANS    LA
10800-7140HANOVER        NH
10850-2423BATON ROUGE    LA
10820-3590NEW ORLEANS    LA
10960-1026NEW ORLEANS    LA
10840-7452NEW ORLEANS    LA
10880-0020NEW ORLEANS    LA
10950-7097NEW ORLEANS    LA
10960-1916GRETNA         LA
10850-5050NEW ORLEANS    LA
10900-2107NEW ORLEANS    LA
10920-9836LAFAYETTE      LA
10920-0385NEW ORLEANS    LA
10920-0266NEW ORLEANS    LA
10950-4379NEW ORLEANS    LA
10920-1797NEW ORLEANS    LA
10920-0697NEW ORLEANS    LA
10910-5779NEW ORLEANS    LA
10880-3568NEW ORLEANS    LA
10860-2200NEW ORLEANS    LA
10850-5693NEW ORLEANS    LA
10850-3079NEW ORLEANS    LA
10920-1043NEW ORLEANS    LA
10920-0634NEW ORLEANS    LA
10920-0611NEW ORLEANS    LA
10920-0328NEW ORLEANS    LA
10910-9345NEW ORLEANS    LA
10880-3446NEW ORLEANS    LA
10910-9255CHATTANOOGA    TN
10880-2781NEW ORLEANS    LA
10880-6024NEW ORLEANS    LA
10820-5878BATON ROUGE    LA
10920-1897NEW ORLEANS    LA
10920-1872NEW ORLEANS    LA
10850-1909ALBUQUERQUE    NM
10910-7697NEW ORLEANS    LA
10920-3724NEW ORLEANS    LA
10840-9450NEW ORLEANS    LA
10910-7843SACRAMENTO     CA
10860-2988LOUISVILLE     KY
10860-3023LOUISVILLE     KY
10860-2621LOUISVILLE     KY
10890-7881LOUISVILLE     KY
10880-7031LOUISVILLE     KY
10890-1131LOUISVILLE     KY
10910-6871LOUISVILLE     KY
10960-2761LOUISVILLE     KY
10880-0471LOUISVILLE     KY
10910-8816LOUISVILLE     KY
10850-4379LOUISVILLE     KY
10930-4242LOUISVILLE     KY
10860-0224LOUISVILLE     KY
10880-4544LOUISVILLE     KY
10810-9452LOUISVILLE     KY
10850-9259LOUISVILLE     KY
10850-3962LOUISVILLE     KY
10850-7802LOUISVILLE     KY
10910-3556LOUISVILLE     KY
10940-4213LOUISVILLE     KY
10800-0412LOUISVILLE     KY
10870-1154ROCKVILLE      MD
10910-3564LOUISVILLE     KY
10830-2559LOUISVILLE     KY
10910-3923LOUISVILLE     KY
10800-6568LOUISVILLE     KY
10890-4065LOUISVILLE     KY
10910-5886LOUISVILLE     KY
10890-1509LOUISVILLE     KY
10900-4884LOUISVILLE     KY
10910-4263LOUISVILLE     KY
10890-0574CHICAGO        IL
10960-6154WESTLAKE VILLAGCA
10840-8106LOUISVILLE     KY
10810-2667LOUISVILLE     KY
10890-0331LOUISVILLE     KY
10900-7769LOUISVILLE     KY
10910-5475LOUISVILLE     KY
10910-3618LOUISVILLE     KY
10910-4351PROSPECT       KY
10840-2365LOUISVILLE     KY
10960-6048LAKE RONKONKAM NY
10930-2672LOUISVILLE     KY
10910-4610LOUISVILLE     KY
10900-8052LAS VEGAS      NV
10810-6725LOUISVILLE     KY
10910-3969SPRINGFIELD    IL
10910-3545LOUISVILLE     KY
10880-1146LOUISVILLE     KY
10900-8933LOUISVILLE     KY
10900-2197LOUISVILLE     KY
10930-8549LOUISVILLE     KY
10830-5854LOUISVILLE     KY
10910-3714LOUISVILLE     KY
10830-8433HUNTSVILLE     AL
10890-7644LOUISVILLE     KY
10930-0279LOUISVILLE     KY
10910-3045LOUISVILLE     KY
10930-4321LONG BEACH     CA
10960-1833LOUISVILLE     KY
10860-6921LOUISVILLE     KY
10890-2972LOUISVILLE     KY
10910-3282LOUISVILLE     KY
10940-3753LOUISVILLE     KY
10900-1396LOUISVILLE     KY
10840-3116SAN DIEGO      CA
10810-6144BERWYN         IL
10900-2259OAK LAWN       IL
10840-1462MAYWOOD        IL
10890-7460BERWYN         IL
10890-6682HINSDALE       IL
10890-6717MAYWOOD        IL
10890-4274CHICAGO        IL
10900-0336HINES          IL
10810-9632PITTSBURGH     PA
10920-0132MAYWOOD        IL
10900-0255CHICAGO        IL
10910-1386MAYWOOD        IL
10890-6336HINES          IL
10890-2419MAYWOOD        IL
10800-0278MAYWOOD        IL
10900-3818MAYWOOD        IL
10910-0378MAYWOOD        IL
10890-8646HINES          IL
10880-1280HINES          IL
10890-7678BERWYN         IL
10950-5253MAYWOOD        IL
10800-0888MAYWOOD        IL
10900-8614MAYWOOD        IL
10810-5815MAYWOOD        IL
10850-1488AL             AL
10950-7720MAYWOOD        IL
10900-7754SAN DIEGO      CA
10900-1641BERWYN         IL
10900-7755MAYWOOD        IL
10800-4042HINES          IL
10830-4196HINES          IL
10850-4549MAYWOOD        IL
10940-7745MAYWOOD        IL
10890-5305MAYWOOD        IL
10880-2882LITTLE ROCK    AR
10890-6720MAYWOOD        IL
10950-0373MAYWOOD        IL
10890-8138MAYWOOD        IL
10890-9443CHICAGO        IL
10950-3500LONG BEACH     CA
10940-8150MAYWOOD        IL
10900-2953MAYWOOD        IL
10950-6325OAK LAWN       IL
10930-1706MAYWOOD        IL
10900-7099MAYWOOD        IL
10820-3369MAYWOOD        IL
10820-6236BERWYN         IL
10900-2193MAYWOOD        IL
10850-5854MAYWOOD        IL
10880-5234MAYWOOD        IL
10910-0612BOSTON         MA
10890-4537MAYWOOD        IL
10850-1913MAYWOOD        IL
10890-9199MAYWOOD        IL
10900-2456MAYWOOD        IL
10910-0288MAYWOOD        IL
10800-5684HINES          IL
10940-1336HINES          IL
10890-9512MAYWOOD        IL
10890-3585CHICAGO        IL
10810-4541MAYWOOD        IL
10890-7159MAYWOOD        IL
10890-7035MAYWOOD        IL
10900-2909MAYWOOD        IL
10940-2227MAYWOOD        IL
10890-9196MAYWOOD        IL
10840-9846CHICAGO        IL
10910-9582PONTIAC        MI
10830-2214MIAMI          FL
10800-7092MIAMI          FL
10800-6162MIAMI          FL
10820-7724MIAMI          FL
10820-6143MIAMI          FL
10820-4767MIAMI          FL
10860-3052MIAMI          FL
10830-8105MIAMI          FL
10820-2301MIAMI          FL
10800-1159MIAMI          FL
10820-5423MIAMI          FL
10870-6739MIAMI          FL
10910-5641MIAMI          FL
10880-1723MIAMI          FL
10880-1914MIAMI          FL
10930-6503MIAMI          FL
10860-7329MIAMI          FL
10810-4554MIAMI          FL
10810-5911MIAMI          FL
10870-9420MIAMI          FL
10850-9199MIAMI BEACH    FL
10850-7801MIAMI          FL
10820-7800MIAMI          FL
10820-9115MIAMI          FL
10870-0777MIAMI          FL
10870-4554MIAMI          FL
10940-5282MIAMI          FL
10880-1703MIAMI          FL
10890-9636MIAMI          FL
10870-9613MIAMI          FL
10920-8997MIAMI          FL
10850-5569CORAL GABLES   FL
10880-2013MIAMI          FL
10880-1965MIAMI          FL
10830-0967MIAMI          FL
10870-9971MIAMI          FL
10870-9727MIAMI BEACH    FL
10880-1628MIAMI BEACH    FL
10800-6761KEY BISCAYNE   FL
10830-6309NEW ORLEANS    LA
10810-8193MIAMI          FL
10820-3586MIAMI          FL
10950-3022PITTSBURGH     PA
10870-9349MIAMI          FL
10830-2369MIAMI BEACH    FL
10890-2281MIAMI          FL
10890-0733MIAMI          FL
10810-3753MIAMI          FL
10920-0308CHICAGO        IL
10960-5297BELLEVUE       WA
10840-3539MIAMI          FL
10830-9580MIAMI          FL
10910-6803MIAMI          FL
10950-0560MIAMI          FL
10880-7473MIAMI          FL
10900-9767MIAMI          FL
10900-0132MIAMI          FL
10870-9450MIAMI          FL
10870-9719MIAMI          FL
10880-0750MIAMI          FL
10880-0711MIAMI          FL
10880-2576MIAMI          FL
10880-2111CALGARY        AL
10880-0134MIAMI          FL
10870-9640MIAMI          FL
10920-4182MIAMI          FL
10900-5602MIAMI          FL
10870-2845GAINESVILLE    FL
10890-7135MIAMI          FL
10880-1256MIAMI          FL
10940-4199MIAMI          FL
10940-1991MIAMI          FL
